DHID;ESTE (X);NORTE (Y);COTA (Z);ROCKTYPE;CuT [%]
LP-033;49974.711;48917.66;323.51;Overburden;0.14
LP-033;49974.711;48917.66;323.51;Diorite;0.052
LP-033;49974.711;48917.66;323.51;Diorite;0.04
LP-033;49974.711;48917.66;323.51;Shear zone;0.876
LP-033;49974.711;48917.66;323.51;Shear zone;0.43
LP-033;49974.711;48917.66;323.51;Fault;0.1
LP-033;49974.711;48917.66;323.51;Shear zone;0.026
LP-034;50026.281;49781.078;296.42;Overburden;0
LP-034;50026.281;49781.078;296.42;Overburden;0
LP-034;50026.281;49781.078;296.42;Overburden;0
LP-034;50026.281;49781.078;296.42;Shear zone;1.372
LP-034;50026.281;49781.078;296.42;Shear zone;0.792
LP-034;50026.281;49781.078;296.42;Shear zone;0.788
LP-034;50026.281;49781.078;296.42;Shear zone;0
LP-034;50026.281;49781.078;296.42;Shear zone;0.438
LP-034;50026.281;49781.078;296.42;Shear zone;0.048
LP-034;50026.281;49781.078;296.42;Shear zone;0.182
LP-034;50026.281;49781.078;296.42;Shear zone;0.092
LP-034;50026.281;49781.078;296.42;Shear zone;0.104
LP-034;50026.281;49781.078;296.42;Shear zone;0.3
LP-034;50026.281;49781.078;296.42;Footwall;0.056
LP-034;50026.281;49781.078;296.42;Footwall;0.126
LP-034;50026.281;49781.078;296.42;Footwall;0.08
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0
LP-036;50077;50195.02;288.77;Overburden;0.05
LP-036;50077;50195.02;288.77;Footwall;0.066
LP-036;50077;50195.02;288.77;Footwall;0.054
LP-036;50077;50195.02;288.77;Footwall;0.068
LP-036;50077;50195.02;288.77;Footwall;0.188
LP-036;50077;50195.02;288.77;Footwall;0.03
LP-040;50013.738;50102.391;291.38;Overburden;0.011
LP-040;50013.738;50102.391;291.38;Andesite;0.013
LP-040;50013.738;50102.391;291.38;Andesite;0.012
LP-040;50013.738;50102.391;291.38;Andesite;0.03
LP-040;50013.738;50102.391;291.38;Andesite;0.034
LP-040;50013.738;50102.391;291.38;Andesite;0.04
LP-040;50013.738;50102.391;291.38;Diorite;0.035
LP-040;50013.738;50102.391;291.38;Shear zone;0.592
LP-040;50013.738;50102.391;291.38;Shear zone;0.598
LP-040;50013.738;50102.391;291.38;Shear zone;0.662
LP-040;50013.738;50102.391;291.38;Shear zone;0.476
LP-040;50013.738;50102.391;291.38;Shear zone;0.538
LP-040;50013.738;50102.391;291.38;Shear zone;0.31
LP-040;50013.738;50102.391;291.38;Shear zone;0.19
LP-040;50013.738;50102.391;291.38;Shear zone;0.2
LP-040;50013.738;50102.391;291.38;Shear zone;0.17
LP-040;50013.738;50102.391;291.38;Shear zone;0.356
LP-040;50013.738;50102.391;291.38;Shear zone;0.352
LP-040;50013.738;50102.391;291.38;Shear zone;0.168
LP-040;50013.738;50102.391;291.38;Shear zone;0.136
LP-040;50013.738;50102.391;291.38;Shear zone;0.146
LP-040;50013.738;50102.391;291.38;Shear zone;0.246
LP-041;50055.141;50002.828;296.08;Diorite;0.195
LP-041;50055.141;50002.828;296.08;Diorite;0.15
LP-041;50055.141;50002.828;296.08;Shear zone;1.196
LP-041;50055.141;50002.828;296.08;Shear zone;0.178
LP-041;50055.141;50002.828;296.08;Shear zone;0.79
LP-041;50055.141;50002.828;296.08;Shear zone;0.82
LP-041;50055.141;50002.828;296.08;Shear zone;0.306
LP-041;50055.141;50002.828;296.08;Shear zone;0.088
LP-041;50055.141;50002.828;296.08;Shear zone;0.158
LP-041;50055.141;50002.828;296.08;Shear zone;0.336
LP-041;50055.141;50002.828;296.08;Shear zone;0.448
LP-041;50055.141;50002.828;296.08;Shear zone;0.246
LP-041;50055.141;50002.828;296.08;Shear zone;0.222
LP-041;50055.141;50002.828;296.08;Shear zone;0.106
LP-041;50055.141;50002.828;296.08;Shear zone;0.187
LP-041;50055.141;50002.828;296.08;Footwall;0.056
LP-041;50055.141;50002.828;296.08;Footwall;0.042
LP-041;50055.141;50002.828;296.08;Footwall;0.058
LP-041;50055.141;50002.828;296.08;Footwall;0.06
LP-042;49950.34;49905.82;294.95;Overburden;-1
LP-042;49950.34;49905.82;294.95;Andesite;0.006
LP-042;49950.34;49905.82;294.95;Andesite;0
LP-042;49950.34;49905.82;294.95;Andesite;0
LP-042;49950.34;49905.82;294.95;Fault;0
LP-042;49950.34;49905.82;294.95;Diorite;0.002
LP-042;49950.34;49905.82;294.95;Diorite;0.014
LP-042;49950.34;49905.82;294.95;Diorite;0
LP-042;49950.34;49905.82;294.95;Andesite;0
LP-042;49950.34;49905.82;294.95;Andesite;0
LP-042;49950.34;49905.82;294.95;Diorite;0
LP-042;49950.34;49905.82;294.95;Diorite;0.005
LP-042;49950.34;49905.82;294.95;Magnetite ve;0.017
LP-042;49950.34;49905.82;294.95;Shear zone;0.038
LP-042;49950.34;49905.82;294.95;Shear zone;0.096
LP-042;49950.34;49905.82;294.95;Shear zone;0.066
LP-042;49950.34;49905.82;294.95;Shear zone;0.194
LP-042;49950.34;49905.82;294.95;Shear zone;0.688
LP-042;49950.34;49905.82;294.95;Shear zone;1
LP-042;49950.34;49905.82;294.95;Shear zone;0.37
LP-042;49950.34;49905.82;294.95;Shear zone;0.084
LP-042;49950.34;49905.82;294.95;Shear zone;0.136
LP-042;49950.34;49905.82;294.95;Shear zone;0.156
LP-042;49950.34;49905.82;294.95;Shear zone;0.14
LP-042;49950.34;49905.82;294.95;Footwall;0.088
LP-042;49950.34;49905.82;294.95;Footwall;0.064
LP-042;49950.34;49905.82;294.95;Footwall;0.044
LP-042;49950.34;49905.82;294.95;Footwall;0.025
LP-043;50023.238;49901.602;299.27;Diorite;0.105
LP-043;50023.238;49901.602;299.27;Shear zone;0.144
LP-043;50023.238;49901.602;299.27;Shear zone;0.27
LP-043;50023.238;49901.602;299.27;Shear zone;1.24
LP-043;50023.238;49901.602;299.27;Shear zone;0.48
LP-043;50023.238;49901.602;299.27;Shear zone;0.182
LP-043;50023.238;49901.602;299.27;Shear zone;0.424
LP-043;50023.238;49901.602;299.27;Shear zone;0.144
LP-043;50023.238;49901.602;299.27;Shear zone;0.322
LP-043;50023.238;49901.602;299.27;Shear zone;0.154
LP-043;50023.238;49901.602;299.27;Shear zone;0.262
LP-043;50023.238;49901.602;299.27;Shear zone;0.314
LP-043;50023.238;49901.602;299.27;Shear zone;0.117
LP-043;50023.238;49901.602;299.27;Footwall;0.04
LP-044;49952.141;49800.719;294.66;Overburden;-1
LP-044;49952.141;49800.719;294.66;Overburden;-1
LP-044;49952.141;49800.719;294.66;Overburden;0.01
LP-044;49952.141;49800.719;294.66;Andesite;0.008
LP-044;49952.141;49800.719;294.66;Andesite;0.004
LP-044;49952.141;49800.719;294.66;Andesite;0
LP-044;49952.141;49800.719;294.66;Diorite;0.006
LP-044;49952.141;49800.719;294.66;Diorite;0.014
LP-044;49952.141;49800.719;294.66;Diorite;0.008
LP-044;49952.141;49800.719;294.66;Diorite;0.014
LP-044;49952.141;49800.719;294.66;Diorite;0
LP-044;49952.141;49800.719;294.66;Shear zone;0.004
LP-044;49952.141;49800.719;294.66;Shear zone;0.006
LP-044;49952.141;49800.719;294.66;Shear zone;0.012
LP-044;49952.141;49800.719;294.66;Shear zone;0.024
LP-044;49952.141;49800.719;294.66;Shear zone;0.216
LP-044;49952.141;49800.719;294.66;Shear zone;0.262
LP-044;49952.141;49800.719;294.66;Shear zone;0.172
LP-044;49952.141;49800.719;294.66;Shear zone;1.356
LP-044;49952.141;49800.719;294.66;Shear zone;0.506
LP-044;49952.141;49800.719;294.66;Shear zone;0.194
LP-044;49952.141;49800.719;294.66;Shear zone;0.102
LP-044;49952.141;49800.719;294.66;Shear zone;0.185
LP-044;49952.141;49800.719;294.66;Footwall;0.058
LP-044;49952.141;49800.719;294.66;Footwall;0.042
LP-045;49992.75;49702.738;298.01;Overburden;-1
LP-045;49992.75;49702.738;298.01;Overburden;-1
LP-045;49992.75;49702.738;298.01;Overburden;-1
LP-045;49992.75;49702.738;298.01;Overburden;-1
LP-045;49992.75;49702.738;298.01;Overburden;-1
LP-045;49992.75;49702.738;298.01;Overburden;0.05
LP-045;49992.75;49702.738;298.01;Overburden;0.173
LP-045;49992.75;49702.738;298.01;Magnetite ve;0.173
LP-045;49992.75;49702.738;298.01;Diorite;0.049
LP-045;49992.75;49702.738;298.01;Diorite;0.067
LP-045;49992.75;49702.738;298.01;Andesite dik;0.033
LP-045;49992.75;49702.738;298.01;Fault;0.145
LP-045;49992.75;49702.738;298.01;Shear zone;0.038
LP-045;49992.75;49702.738;298.01;Diorite;0.043
LP-045;49992.75;49702.738;298.01;Shear zone;0.026
LP-045;49992.75;49702.738;298.01;Diorite;0.03
LP-045;49992.75;49702.738;298.01;Diorite;0.027
LP-045;49992.75;49702.738;298.01;Fault;0.132
LP-045;49992.75;49702.738;298.01;Fault;0.714
LP-045;49992.75;49702.738;298.01;Shear zone;0.993
LP-046;50020.051;49600.078;301.68;Overburden;-1
LP-046;50020.051;49600.078;301.68;Overburden;-1
LP-046;50020.051;49600.078;301.68;Overburden;-1
LP-046;50020.051;49600.078;301.68;Andesite;0.07
LP-046;50020.051;49600.078;301.68;Andesite;0.124
LP-046;50020.051;49600.078;301.68;Andesite;0.05
LP-046;50020.051;49600.078;301.68;Andesite;0.014
LP-046;50020.051;49600.078;301.68;Andesite;0.208
LP-046;50020.051;49600.078;301.68;Andesite;0.038
LP-046;50020.051;49600.078;301.68;Diorite;0.04
LP-046;50020.051;49600.078;301.68;Shear zone;0.206
LP-046;50020.051;49600.078;301.68;Shear zone;0.126
LP-046;50020.051;49600.078;301.68;Shear zone;0.053
LP-046;50020.051;49600.078;301.68;Shear zone;0.255
LP-046;50020.051;49600.078;301.68;Shear zone;0.687
LP-046;50020.051;49600.078;301.68;Shear zone;0.09
LP-046;50020.051;49600.078;301.68;Diorite;0.068
LP-046;50020.051;49600.078;301.68;Fault;0.1
LP-046;50020.051;49600.078;301.68;Shear zone;0.101
LP-046;50020.051;49600.078;301.68;Shear zone;0.826
LP-046;50020.051;49600.078;301.68;Shear zone;0.848
LP-046;50020.051;49600.078;301.68;Shear zone;0.53
LP-046;50020.051;49600.078;301.68;Footwall;0.07
LP-047;50021.602;49550.172;303.39;Overburden;0.01
LP-047;50021.602;49550.172;303.39;Overburden;0.01
LP-047;50021.602;49550.172;303.39;Overburden;0.036
LP-047;50021.602;49550.172;303.39;Overburden;0.05
LP-047;50021.602;49550.172;303.39;Diorite;0.254
LP-047;50021.602;49550.172;303.39;Diorite;0.032
LP-047;50021.602;49550.172;303.39;Diorite;0.015
LP-047;50021.602;49550.172;303.39;Shear zone;0.046
LP-047;50021.602;49550.172;303.39;Shear zone;0.04
LP-047;50021.602;49550.172;303.39;Shear zone;0.07
LP-047;50021.602;49550.172;303.39;Diorite;0.054
LP-047;50021.602;49550.172;303.39;Diorite;0.04
LP-047;50021.602;49550.172;303.39;Shear zone;0.089
LP-047;50021.602;49550.172;303.39;Shear zone;0.114
LP-047;50021.602;49550.172;303.39;Diorite;0.069
LP-047;50021.602;49550.172;303.39;Diorite;0.176
LP-047;50021.602;49550.172;303.39;Shear zone;1.052
LP-047;50021.602;49550.172;303.39;Shear zone;0.305
LP-047;50021.602;49550.172;303.39;Shear zone;0.611
LP-047;50021.602;49550.172;303.39;Shear zone;0.159
LP-047;50021.602;49550.172;303.39;Shear zone;1.107
LP-047;50021.602;49550.172;303.39;Shear zone;0.131
LP-047;50021.602;49550.172;303.39;Shear zone;0.255
LP-047;50021.602;49550.172;303.39;Shear zone;0.078
LP-047;50021.602;49550.172;303.39;Footwall;0.103
LP-047;50021.602;49550.172;303.39;Footwall;0.127
LP-048;50014.309;49153.191;319.22;Overburden;-1
LP-048;50014.309;49153.191;319.22;Overburden;-1
LP-048;50014.309;49153.191;319.22;Overburden;-1
LP-048;50014.309;49153.191;319.22;Overburden;-1
LP-048;50014.309;49153.191;319.22;Overburden;-1
LP-048;50014.309;49153.191;319.22;Overburden;-1
LP-048;50014.309;49153.191;319.22;Overburden;-1
LP-048;50014.309;49153.191;319.22;Overburden;-1
LP-048;50014.309;49153.191;319.22;Overburden;-1
LP-048;50014.309;49153.191;319.22;Diorite;0.046
LP-048;50014.309;49153.191;319.22;Diorite;0.036
LP-048;50014.309;49153.191;319.22;Diorite;0.066
LP-048;50014.309;49153.191;319.22;Diorite;0.026
LP-048;50014.309;49153.191;319.22;Shear zone;0.06
LP-048;50014.309;49153.191;319.22;Shear zone;0.362
LP-048;50014.309;49153.191;319.22;Shear zone;0.227
LP-048;50014.309;49153.191;319.22;Shear zone;0.112
LP-048;50014.309;49153.191;319.22;Footwall;0.031
LP-048;50014.309;49153.191;319.22;Footwall;0.036
LP-048;50014.309;49153.191;319.22;Footwall;0.03
LP-048;50014.309;49153.191;319.22;Footwall;0.025
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Overburden;-1
LP-049;49993.762;49051.84;322.31;Shear zone;0.146
LP-049;49993.762;49051.84;322.31;Shear zone;0.116
LP-049;49993.762;49051.84;322.31;Shear zone;0.16
LP-049;49993.762;49051.84;322.31;Shear zone;0.364
LP-049;49993.762;49051.84;322.31;Shear zone;0.34
LP-049;49993.762;49051.84;322.31;Footwall;0.073
LP-049;49993.762;49051.84;322.31;Footwall;0.042
LP-049;49993.762;49051.84;322.31;Footwall;0.108
LP-049;49993.762;49051.84;322.31;Footwall;0.055
LP-049;49993.762;49051.84;322.31;Footwall;0.058
LP-049;49993.762;49051.84;322.31;Footwall;0.083
LP-049;49993.762;49051.84;322.31;Footwall;0.203
LP-049;49993.762;49051.84;322.31;Footwall;0.138
LP-049;49993.762;49051.84;322.31;Footwall;0.13
LP-050;49954.949;48949.961;321.46;Overburden;0.018
LP-050;49954.949;48949.961;321.46;Overburden;0.01
LP-050;49954.949;48949.961;321.46;Overburden;0.01
LP-050;49954.949;48949.961;321.46;Overburden;0.012
LP-050;49954.949;48949.961;321.46;Overburden;0.012
LP-050;49954.949;48949.961;321.46;Overburden;0.01
LP-050;49954.949;48949.961;321.46;Overburden;0.01
LP-050;49954.949;48949.961;321.46;Overburden;0.014
LP-050;49954.949;48949.961;321.46;Overburden;0.02
LP-050;49954.949;48949.961;321.46;Overburden;0.018
LP-050;49954.949;48949.961;321.46;Overburden;0.018
LP-050;49954.949;48949.961;321.46;Overburden;0.143
LP-050;49954.949;48949.961;321.46;Shear zone;0.15
LP-050;49954.949;48949.961;321.46;Shear zone;0.248
LP-050;49954.949;48949.961;321.46;Shear zone;0.856
LP-050;49954.949;48949.961;321.46;Shear zone;0.153
LP-050;49954.949;48949.961;321.46;Shear zone;0.126
LP-050;49954.949;48949.961;321.46;Fault;0.075
LP-050;49954.949;48949.961;321.46;Footwall;0.079
LP-050;49954.949;48949.961;321.46;Footwall;0.382
LP-050;49954.949;48949.961;321.46;Footwall;0.103
LP-050;49954.949;48949.961;321.46;Footwall;0.081
LP-050;49954.949;48949.961;321.46;Footwall;0.104
LP-050;49954.949;48949.961;321.46;Footwall;0.031
LP-050;49954.949;48949.961;321.46;Footwall;0.031
LP-050;49954.949;48949.961;321.46;Footwall;0.022
LP-050;49954.949;48949.961;321.46;Footwall;0.007
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Overburden;-1
LP-051;49993.629;48851.219;323.8;Diorite;0.035
LP-051;49993.629;48851.219;323.8;Diorite;0.051
LP-051;49993.629;48851.219;323.8;Diorite;0.042
LP-051;49993.629;48851.219;323.8;Diorite;0.013
LP-051;49993.629;48851.219;323.8;Diorite;0.028
LP-051;49993.629;48851.219;323.8;Diorite;0.022
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Overburden;-1
LP-053;49934.41;48840.25;323.17;Shear zone;0.163
LP-053;49934.41;48840.25;323.17;Shear zone;0.17
LP-053;49934.41;48840.25;323.17;Shear zone;0.082
LP-053;49934.41;48840.25;323.17;Diorite;0.054
LP-053;49934.41;48840.25;323.17;Diorite;0.03
LP-053;49934.41;48840.25;323.17;Shear zone;0.096
LP-053;49934.41;48840.25;323.17;Shear zone;0.087
LP-053;49934.41;48840.25;323.17;Shear zone;0.063
LP-053;49934.41;48840.25;323.17;Shear zone;0.432
LP-053;49934.41;48840.25;323.17;Shear zone;0.267
LP-053;49934.41;48840.25;323.17;Shear zone;0.176
LP-053;49934.41;48840.25;323.17;Footwall;0.048
LP-053;49934.41;48840.25;323.17;Footwall;0.052
LP-053;49934.41;48840.25;323.17;Footwall;0.024
LP-053;49934.41;48840.25;323.17;Footwall;0.016
LP-053;49934.41;48840.25;323.17;Footwall;0.005
LP-054;50067.842;50097.481;286.427;Overburden;-1
LP-054;50071.908;50094.84;277.681;Overburden;-1
LP-054;50075.973;50092.2;268.934;Overburden;0.02
LP-054;50078.982;50090.246;262.462;Overburden;0.084
LP-054;50081.991;50088.292;255.99;Shear zone;0.515
LP-054;50085.488;50086.021;248.468;Shear zone;0.182
LP-054;50088.06;50084.351;242.936;Fault;0.25
LP-054;50091.2;50082.311;236.18;Shear zone;0.426
LP-054;50095.266;50079.671;227.434;Shear zone;0.349
LP-054;50099.522;50077.19;218.734;Shear zone;0.479
LP-054;50102.664;50075.52;212.573;Shear zone;0.204
LP-054;50103.657;50074.992;210.624;Andesite dik;0.24
LP-054;50105.924;50073.786;206.177;Shear zone;0.338
LP-054;50108.882;50072.214;200.375;Shear zone;0.213
LP-054;50110.107;50071.562;197.972;Andesite dik;0.098
LP-054;50112.789;50070.136;192.71;Shear zone;0.192
LP-054;50117.189;50067.844;184.029;Shear zone;0.325
LP-054;50120.697;50066.133;176.988;Shear zone;0.681
LP-054;50123.05;50064.986;172.265;Fault;0.199
LP-054;50126.253;50063.424;165.837;Footwall;0.188
LP-054;50130.61;50061.298;157.091;Footwall;0.144
LP-054;50132.222;50060.512;153.854;Footwall;0.048
LP-054;50132.222;50060.512;153.854;Footwall;0.034
LP-055;50024.351;49555.002;299.04;Overburden;-1
LP-055;50029.351;49555.046;290.38;Overburden;-1
LP-055;50034.351;49555.09;281.719;Overburden;0.06
LP-055;50038.526;49555.126;274.488;Overburden;0.091
LP-055;50042.276;49555.159;267.993;Shear zone;0.272
LP-055;50046.851;49555.199;260.069;Fault;0.133
LP-055;50051.575;49555.24;251.885;Fault;0.02
LP-055;50056.038;49555.279;244.156;Shear zone;0.032
LP-055;50059.238;49555.307;238.613;Andesite dik;0.024
LP-055;50062.65;49555.337;232.702;Shear zone;0.071
LP-055;50065.875;49555.365;227.117;Andesite dik;0.02
LP-055;50068.025;49555.383;223.393;Shear zone;0.133
LP-055;50071.9;49555.417;216.681;Andesite dik;0.044
LP-055;50074.574;49555.441;212.048;Andesite dik;0.21
LP-055;50075.412;49555.448;210.597;Shear zone;0.365
LP-055;50077.623;49555.515;206.708;Andesite dik;0.136
LP-055;50080.718;49555.731;201.11;Shear zone;0.16
LP-055;50083.874;49555.952;195.403;Andesite dik;0.108
LP-055;50087.876;49556.231;188.166;Shear zone;0.118
LP-055;50092.712;49556.57;179.42;Shear zone;0.73
LP-055;50097.549;49556.908;170.674;Shear zone;1.078
LP-055;50100.886;49557.141;164.639;Shear zone;0.823
LP-055;50102.566;49557.259;161.599;Andesite dik;0.386
LP-055;50104.477;49557.392;158.145;Shear zone;0.453
LP-055;50105.964;49557.496;155.455;Andesite dik;0.178
LP-055;50106.677;49557.546;154.165;Fault;0.235
LP-055;50108.551;49557.677;150.776;Andesite dik;0.26
LP-055;50112.469;49557.951;143.692;Shear zone;0.069
LP-055;50116.507;49558.234;136.388;Shear zone;0.347
LP-055;50116.507;49558.234;136.388;Andesite dik;0.174
LP-055;50116.507;49558.234;136.388;Shear zone;0.105
LP-055;50116.507;49558.234;136.388;Shear zone;0.373
LP-055;50116.507;49558.234;136.388;Shear zone;0.377
LP-055;50116.507;49558.234;136.388;Shear zone;0.12
LP-055;50116.507;49558.234;136.388;Fault;0.39
LP-055;50116.507;49558.234;136.388;Footwall;0.153
LP-055;50116.507;49558.234;136.388;Footwall;0.235
LP-055;50116.507;49558.234;136.388;Footwall;0.103
LP-056;49995.25;49702.76;293.68;Overburden;-1
LP-056;50000.25;49702.804;285.02;Overburden;-1
LP-056;50005.25;49702.847;276.359;Overburden;-1
LP-056;50010.249;49702.891;267.699;Overburden;-1
LP-056;50015.249;49702.935;259.039;Overburden;-1
LP-056;50020.249;49702.978;250.379;Overburden;-1
LP-056;50023.874;49703.01;244.1;Overburden;0.139
LP-056;50025.686;49703.026;240.961;Magnetite ve;0.104
LP-056;50028.874;49703.054;235.44;Diorite;0.021
LP-056;50031.648;49703.078;230.633;Diorite;0.023
LP-056;50032.573;49703.086;229.031;Andesite dik;0.088
LP-056;50034.361;49703.101;225.935;Fault;0.113
LP-056;50036.698;49703.122;221.886;Shear zone;0.04
LP-056;50038.961;49703.142;217.968;Diorite;0.03
LP-056;50041.811;49703.166;213.031;Shear zone;0.102
LP-056;50046.098;49703.204;205.605;Diorite;0.079
LP-056;50049.247;49703.323;200.036;Diorite;0.028
LP-056;50052.342;49703.54;194.438;Fault;0.315
LP-056;50055.824;49703.783;188.141;Fault;1.422
LP-056;50059.307;49704.027;181.844;Shear zone;1.224
LP-056;50064.143;49704.365;173.098;Shear zone;0.626
LP-056;50068.979;49704.703;164.351;Shear zone;0.208
LP-056;50073.815;49705.041;155.605;Shear zone;0.181
LP-056;50077.89;49705.326;148.237;Shear zone;0.084
LP-056;50081.336;49705.567;142.005;Footwall;0.023
LP-056;50083.282;49705.703;138.485;Andesite dik;0.04
LP-056;50085.531;49705.86;134.418;Footwall;0.066
LP-057;50068.704;49347.049;307.835;Overburden;-1
LP-057;50073.392;49346.803;299.006;Overburden;0.07
LP-057;50076.451;49346.643;293.245;Overburden;0.05
LP-057;50078.174;49346.553;290;Diorite;0.073
LP-057;50079.44;49346.486;287.616;Andesite dik;0.136
LP-057;50080.225;49346.445;286.137;Diorite;0.272
LP-057;50082.616;49346.32;281.634;Magnetite ve;0.194
LP-057;50085.781;49346.154;275.674;Diorite;0.25
LP-057;50087.679;49346.055;272.098;Andesite dik;0.108
LP-057;50090.621;49345.9;266.557;Diorite;0.034
LP-057;50093.481;49345.75;261.172;Diorite;0.056
LP-057;50094.266;49345.709;259.693;Fault;0.086
LP-057;50095.392;49345.65;257.574;Andesite dik;0.064
LP-057;50098.591;49345.483;251.547;Shear zone;0.62
LP-057;50101.369;49345.37;246.316;Fault;1.238
LP-057;50103.537;49345.484;242.232;Shear zone;1.804
LP-057;50105.935;49345.61;237.716;Andesite dik;1.831
LP-057;50108.198;49345.728;233.456;Shear zone;1.653
LP-057;50109.984;49345.822;230.092;Andesite dik;0.89
LP-057;50112.515;49345.954;225.324;Shear zone;1.009
LP-057;50117.204;49346.2;216.494;Shear zone;0.813
LP-057;50121.892;49346.446;207.665;Shear zone;0.272
LP-057;50124.775;49346.597;202.235;Shear zone;0.347
LP-057;50124.775;49346.597;202.235;Footwall;0.036
LP-057;50124.775;49346.597;202.235;Footwall;0.048
LP-057;50124.775;49346.597;202.235;Footwall;0.038
LP-057;50124.775;49346.597;202.235;Footwall;0.035
LP-057;50124.775;49346.597;202.235;Fault;0.036
LP-057;50124.775;49346.597;202.235;Fault;0.047
LP-057;50124.775;49346.597;202.235;Footwall;0.065
LP-057;50124.775;49346.597;202.235;Footwall;0.023
LP-058;50017.989;50157.743;285.11;Overburden;-1
LP-058;50023.287;50157.65;276.629;Overburden;-1
LP-058;50028.586;50157.558;268.149;Overburden;0.008
LP-058;50032.732;50157.485;261.513;Overburden;0.009
LP-058;50036.003;50157.428;256.276;Diorite;0.03
LP-058;50038.03;50157.393;253.032;Andesite dik;0.01
LP-058;50040.931;50157.342;248.389;Fault;0.023
LP-058;50046.229;50157.25;239.909;Fault;0.039
LP-058;50051.528;50157.157;231.428;Fault;0.058
LP-058;50054.203;50157.111;227.146;Fault;0.63
LP-058;50056.508;50157.07;223.457;Andesite dik;0.197
LP-058;50061.436;50156.984;215.57;Diorite;0.047
LP-058;50064.708;50156.927;210.333;Diorite;0.049
LP-058;50068.058;50156.945;205.147;Shear zone;0.204
LP-058;50073.504;50156.993;196.76;Shear zone;0.329
LP-058;50077.507;50157.028;190.596;Shear zone;0.121
LP-058;50079.291;50157.043;187.849;Andesite dik;0.24
LP-058;50082.518;50157.071;182.88;Shear zone;0.418
LP-058;50087.964;50157.119;174.493;Shear zone;0.265
LP-058;50092.008;50157.154;168.266;Shear zone;0.146
LP-058;50096.052;50157.189;162.039;Footwall;0.016
LP-058;50097.822;50157.205;159.313;Footwall;0.223
LP-058;50097.822;50157.205;159.313;Footwall;0.063
LP-058;50097.822;50157.205;159.313;Footwall;0.12
LP-058;50097.822;50157.205;159.313;Footwall;0.272
LP-058;50097.822;50157.205;159.313;Footwall;0.057
LP-058;50097.822;50157.205;159.313;Footwall;0.08
LP-058;50097.822;50157.205;159.313;Footwall;0.064
LP-058;50097.822;50157.205;159.313;Footwall;0.022
LP-059;49955.148;50005.32;297.62;Overburden;0
LP-059;49955.148;50005.32;297.62;NONE;0
LP-059;49955.148;50005.32;297.62;NONE;0
LP-059;49955.148;50005.32;297.62;NONE;0
LP-059;49955.148;50005.32;297.62;NONE;0
LP-059;49955.148;50005.32;297.62;NONE;0.003
LP-059;49955.148;50005.32;297.62;NONE;0.012
LP-059;49955.148;50005.32;297.62;NONE;0.001
LP-059;49955.148;50005.32;297.62;NONE;0.002
LP-059;49955.148;50005.32;297.62;NONE;0.026
LP-059;49955.148;50005.32;297.62;NONE;0.01
LP-059;49955.148;50005.32;297.62;sheared;0.008
