DHID;ESTE (X);NORTE (Y);COTA (Z);ROCKTYPE;CuT [%]
LP-073;50150.835;49187.619;116.488;mylonite;0.023
LP-073;50155.284;49187.269;107.539;mylonite;0.025
LP-073;50159.71;49186.921;98.634;mylonite;0.065
LP-073;50162.688;49186.681;92.694;NONE;0.048
LP-073;50165.719;49186.429;86.724;mylonite;0.042
LP-073;50170.244;49186.053;77.814;mylonite;0.107
LP-073;50174.768;49185.677;68.904;mylonite;0.049
LP-073;50179.292;49185.301;59.994;mylonite;0.053
LP-073;50183.817;49184.925;51.084;mylonite;0.037
LP-073;50188.277;49184.683;42.137;mylonite;0.026
LP-073;50192.733;49184.45;33.187;mylonite;0.01
LP-073;50197.188;49184.216;24.238;mylonite;0.021
LP-073;50201.644;49183.983;15.289;mylonite;0.004
LP-073;50204.251;49183.846;10.053;mylonite;0
LP-073;50206.278;49183.74;5.981;NONE;0
LP-074;50103.184;49249.675;313.61;Overburden;-1
LP-074;50108.168;49249.283;304.95;Overburden;-1
LP-074;50113.153;49248.89;296.289;Overburden;-1
LP-074;50118.137;49248.498;287.629;Overburden;-1
LP-074;50123.122;49248.106;278.969;Overburden;-1
LP-074;50125.864;49247.89;274.206;Overburden;-1
LP-074;50127.982;49247.723;270.525;NONE;0.237
LP-074;50130.4;49247.533;266.325;fault;0.455
LP-074;50133.44;49247.294;261.042;NONE;0.305
LP-074;50136.78;49247.031;255.24;NONE;0.317
LP-074;50140.119;49246.768;249.438;mylonite;0.09
LP-074;50145.104;49246.376;240.777;mylonite;0.042
LP-074;50148.319;49246.123;235.191;mylonite;0.027
LP-074;50149.54;49246.027;233.07;fault;0.12
LP-074;50151.16;49245.899;230.255;NONE;0.062
LP-074;50154.774;49245.615;223.976;mylonite;0.295
LP-074;50159.759;49245.222;215.316;mylonite;0.258
LP-074;50164.743;49244.83;206.656;mylonite;0.16
LP-074;50169.728;49244.438;197.995;mylonite;0.114
LP-074;50173.342;49244.153;191.717;mylonite;0.056
LP-074;50176.912;49243.892;185.412;NONE;0.26
LP-074;50179.572;49243.717;180.602;NONE;0.38
LP-074;50182.233;49243.543;175.792;mylonite;0.15
LP-074;50185.136;49243.353;170.544;mylonite;0.2
LP-074;50186.103;49243.289;168.795;NONE;0.04
LP-074;50189.006;49243.099;163.547;mylonite;0.244
LP-074;50193.844;49242.782;154.801;mylonite;0.04
LP-074;50196.867;49242.584;149.334;mylonite;0.086
LP-074;50198.681;49242.465;146.054;NONE;0.085
LP-074;50202.351;49242.212;139.518;mylonite;0.079
LP-074;50207.263;49241.869;130.815;mylonite;0.039
LP-074;50212.175;49241.525;122.111;mylonite;0.058
LP-074;50217.087;49241.182;113.408;mylonite;0.028
LP-074;50220.403;49240.95;107.533;mylonite;0.144
LP-074;50221.68;49240.861;105.27;fault;0.099
LP-074;50224.559;49240.659;100.181;NONE;0.033
LP-074;50229.547;49240.311;91.521;NONE;0.038
LP-074;50234.535;49239.962;82.861;NONE;0.07
LP-074;50239.523;49239.613;74.2;NONE;0.09
LP-074;50244.51;49239.264;65.54;NONE;0.04
LP-074;50249.493;49238.916;56.877;NONE;0.035
LP-074;50254.405;49238.572;48.173;NONE;0.022
LP-074;50259.317;49238.229;39.47;NONE;0.022
LP-074;50264.23;49237.885;30.766;NONE;0.002
LP-074;50269.142;49237.542;22.063;NONE;0.002
LP-074;50274.059;49237.198;13.362;NONE;0
LP-074;50279.047;49236.849;4.702;NONE;0.007
LP-074;50284.035;49236.5;-3.958;NONE;0.017
LP-074;50289.023;49236.152;-12.619;NONE;0.012
LP-074;50292.415;49235.914;-18.508;NONE;0.012
LP-075;50009.745;49244.937;310.79;Overburden;-1
LP-075;50014.736;49244.632;302.13;Overburden;-1
LP-075;50019.727;49244.327;293.469;Overburden;-1
LP-075;50024.717;49244.021;284.809;Overburden;-1
LP-075;50029.708;49243.716;276.149;Overburden;-1
LP-075;50032.578;49243.541;271.169;Overburden;0.01
LP-075;50035.447;49243.365;266.19;NONE;0.026
LP-075;50040.438;49243.06;257.529;NONE;0.015
LP-075;50045.429;49242.755;248.869;NONE;0.021
LP-075;50050.419;49242.449;240.209;NONE;0.03
LP-075;50055.41;49242.144;231.549;NONE;0.045
LP-075;50060.401;49241.839;222.888;NONE;0.038
LP-075;50065.391;49241.534;214.228;NONE;0.023
LP-075;50070.382;49241.229;205.568;NONE;0.025
LP-075;50075.373;49240.923;196.908;NONE;0.022
LP-075;50078.642;49240.723;191.235;NONE;0.024
LP-075;50079.827;49240.651;189.178;fault;0.035
LP-075;50081.424;49240.553;186.407;mylonite;0.033
LP-075;50083.532;49240.412;182.748;NONE;0.094
LP-075;50085.477;49240.276;179.371;mylonite;0.185
LP-075;50087.684;49240.121;175.539;NONE;0.247
LP-075;50090.228;49239.944;171.122;fault;0.202
LP-075;50094.081;49239.674;164.432;NONE;0.307
LP-075;50099.069;49239.325;155.771;NONE;0.2
LP-075;50104.057;49238.977;147.111;NONE;0.27
LP-075;50109.138;49238.685;138.504;NONE;0.354
LP-075;50114.359;49238.48;129.978;NONE;0.052
LP-075;50117.361;49238.362;125.075;NONE;0.043
LP-075;50118.966;49238.299;122.453;mylonite;0.047
LP-075;50120.715;49238.23;119.597;fault;0.137
LP-075;50123.861;49238.107;114.46;mylonite;0.214
LP-075;50129.082;49237.902;105.934;mylonite;0.082
LP-075;50134.302;49237.693;97.407;mylonite;0.048
LP-075;50139.523;49237.475;88.881;mylonite;0.052
LP-075;50144.743;49237.256;80.354;mylonite;0.037
LP-075;50148.946;49237.08;73.491;mylonite;0.022
LP-075;50150.903;49236.998;70.293;NONE;0.025
LP-075;50153.879;49236.873;65.433;mylonite;0.044
LP-075;50159.099;49236.654;56.907;mylonite;0.049
LP-075;50164.804;49236.235;48.705;mylonite;0.043
LP-075;50170.524;49235.81;40.514;mylonite;0.021
LP-075;50173.442;49235.593;36.336;mylonite;0.06
LP-075;50176.359;49235.377;32.158;NONE;0.053
LP-075;50182.079;49234.952;23.967;NONE;0.037
LP-075;50186.683;49234.609;17.373;NONE;0.023
LP-075;50191.288;49234.267;10.778;mylonite;0.024
LP-075;50195.435;49233.959;4.84;mylonite;0.056
LP-075;50198.095;49233.761;1.031;NONE;0.015
LP-075;50202.327;49233.447;-5.031;mylonite;0.076
LP-075;50208.047;49233.022;-13.223;mylonite;0.024
LP-075;50213.01;49232.653;-20.329;mylonite;0.005
LP-076;49918.105;49549.997;296.525;Overburden;-1
LP-076;49922.791;49549.711;287.696;Overburden;-1
LP-076;49927.477;49549.424;278.866;Overburden;-1
LP-076;49931.553;49549.175;271.185;Overburden;0
LP-076;49935.63;49548.925;263.503;NONE;0
LP-076;49940.316;49548.639;254.674;NONE;0.01
LP-076;49945.002;49548.352;245.844;NONE;0
LP-076;49949.688;49548.066;237.015;NONE;0.002
LP-076;49954.374;49547.779;228.185;NONE;0.01
LP-076;49959.06;49547.492;219.356;NONE;0.004
LP-076;49963.746;49547.206;210.526;NONE;0.004
LP-076;49968.432;49546.919;201.697;NONE;0.004
LP-076;49973.118;49546.633;192.867;NONE;0.004
LP-076;49977.804;49546.346;184.038;NONE;0.008
LP-076;49982.49;49546.059;175.208;NONE;0.012
LP-076;49987.176;49545.773;166.379;NONE;0.016
LP-076;49991.862;49545.486;157.549;NONE;0.016
LP-076;49996.548;49545.2;148.72;NONE;0.01
LP-076;50000.167;49544.978;141.899;NONE;0.01
LP-076;50003.787;49544.757;135.078;fault;0.018
LP-076;50007.15;49544.551;128.743;fault;0.016
LP-076;50010.512;49544.345;122.408;NONE;0.033
LP-076;50015.198;49544.059;113.579;NONE;0.083
LP-076;50019.884;49543.772;104.749;NONE;0.048
LP-076;50024.523;49543.489;96.008;NONE;0.131
LP-076;50028.154;49543.266;89.165;fault;0.022
LP-076;50030.216;49543.14;85.28;NONE;0.04
LP-076;50032.559;49542.997;80.865;mylonite;0.122
LP-076;50035.324;49542.828;75.656;NONE;0.02
LP-076;50038.44;49542.637;69.784;mylonite;0.152
LP-076;50042.751;49542.374;61.661;NONE;0.162
LP-076;50045.68;49542.194;56.143;NONE;0.148
LP-076;50048.609;49542.015;50.624;mylonite;0.137
LP-076;50052.24;49541.793;43.782;mylonite;0.095
LP-076;50055.872;49541.571;36.939;NONE;0.219
LP-076;50059.152;49541.37;30.758;NONE;0.14
LP-076;50062.432;49541.17;24.577;fault;0.339
LP-076;50067.118;49540.883;15.748;fault;0.135
LP-076;50070.398;49540.683;9.567;fault;0.073
LP-076;50072.343;49540.564;5.903;mylonite;0.104
LP-076;50073.866;49540.471;3.034;fault;0.216
LP-076;50076.724;49540.296;-2.352;NONE;0.079
LP-076;50081.41;49540.009;-11.182;NONE;0.157
LP-076;50084.339;49539.83;-16.7;NONE;0.54
LP-076;50087.268;49539.651;-22.219;fault;0.114
LP-076;50091.952;49539.34;-31.048;fault;0.174
LP-076;50096.635;49539.012;-39.878;fault;0.116
LP-076;50099.68;49538.799;-45.617;fault;0.053
LP-076;50102.724;49538.587;-51.356;mylonite;0.055
LP-076;50107.407;49538.259;-60.186;mylonite;0.066
LP-076;50112.09;49537.932;-69.015;mylonite;0.087
LP-076;50116.833;49537.487;-77.807;mylonite;0.102
LP-076;50121.583;49537.03;-86.596;mylonite;0.042
LP-076;50126.332;49536.573;-95.384;mylonite;0.044
LP-076;50130.607;49536.161;-103.293;mylonite;0.286
LP-076;50133.552;49535.877;-108.742;NONE;0.083
LP-076;50136.307;49535.612;-113.839;mylonite;0.05
LP-076;50136.307;49535.612;-113.839;mylonite;0.01
LP-077;49966.43;50099.578;288.414;Overburden;0.007
LP-077;49970.244;50099.412;281.383;NONE;0
LP-077;49975.011;50099.204;272.595;NONE;0.002
LP-077;49979.777;50098.983;263.807;NONE;0.002
LP-077;49984.537;50098.65;255.018;NONE;0.003
LP-077;49989.297;50098.317;246.23;NONE;0.017
LP-077;49994.057;50097.984;237.442;NONE;0.026
LP-077;49998.817;50097.652;228.654;NONE;0.039
LP-077;50003.585;50097.327;219.87;NONE;0.032
LP-077;50008.427;50097.073;211.124;NONE;0.028
LP-077;50013.268;50096.819;202.378;NONE;0.012
LP-077;50018.109;50096.565;193.631;NONE;0.013
LP-077;50022.951;50096.312;184.885;NONE;0.005
LP-077;50027.777;50096.055;176.131;NONE;0.033
LP-077;50031.526;50095.825;169.067;NONE;0.028
LP-077;50035.274;50095.596;162.004;fault;0.443
LP-077;50037.875;50095.437;157.103;fault;0.051
LP-077;50040.476;50095.278;152.203;NONE;0.039
LP-077;50045.162;50094.991;143.373;NONE;0.018
LP-077;50049.848;50094.705;134.544;NONE;0.024
LP-077;50054.335;50094.446;126.231;NONE;0.047
LP-077;50058.837;50094.19;117.926;mylonite;0.944
LP-077;50063.601;50093.92;109.138;mylonite;0.475
LP-077;50068.364;50093.649;100.35;mylonite;1.413
LP-077;50073.128;50093.379;91.562;mylonite;0.972
LP-077;50077.889;50093.05;82.774;mylonite;0.445
LP-077;50082.409;50092.714;74.425;mylonite;0.111
LP-077;50086.93;50092.378;66.076;NONE;0.02
LP-077;50091.688;50092.025;57.288;NONE;0.25
LP-077;50096.447;50091.671;48.5;NONE;0.096
LP-077;50101.156;50091.284;39.687;NONE;0.022
LP-077;50105.763;50090.881;30.99;NONE;0.062
LP-077;50110.369;50090.478;22.293;fault;0.063
LP-077;50112.895;50090.257;17.525;fault;0.018
LP-077;50115.42;50090.036;12.757;NONE;0.021
LP-077;50120.097;50089.627;3.927;NONE;0.018
LP-077;50124.826;50089.727;-4.875;NONE;0.018
LP-077;50127.324;50089.924;-9.489;NONE;0.06
LP-077;50128.988;50090.055;-12.565;fault;0.026
LP-077;50132.913;50090.364;-19.815;NONE;0.033
LP-077;50137.67;50090.738;-28.603;NONE;0.034
LP-077;50142.427;50091.112;-37.391;NONE;0.01
LP-077;50145.519;50091.356;-43.104;NONE;0.019
LP-077;50145.519;50091.356;-43.104;NONE;-1
LP-078;50117.506;49449.574;305.103;Overburden;0.167
LP-078;50122.245;49449.242;296.876;NONE;0.726
LP-078;50127.232;49448.893;288.215;NONE;0.63
LP-078;50132.22;49448.545;279.555;NONE;0.9
LP-078;50137.208;49448.196;270.895;NONE;0.496
LP-078;50142.196;49447.847;262.235;NONE;0.202
LP-078;50147.184;49447.498;253.574;NONE;0.032
LP-078;50150.925;49447.237;247.079;NONE;0.048
LP-078;50153.793;49447.036;242.1;fault;0.088
LP-078;50156.885;49446.82;236.73;NONE;0.022
LP-078;50160.85;49446.543;229.845;mylonite;0.109
LP-078;50164.242;49446.305;223.956;mylonite;0.12
LP-078;50166.761;49446.129;219.583;NONE;0.035
LP-078;50170.876;49445.842;212.438;mylonite;0.036
LP-078;50175.864;49445.496;203.778;mylonite;0.068
LP-078;50179.481;49445.259;197.499;mylonite;0.114
LP-078;50181.252;49445.143;194.425;NONE;0.054
LP-078;50182.999;49445.028;191.394;mylonite;0.075
LP-078;50184.595;49444.924;188.622;NONE;0.1
LP-078;50187.339;49444.744;183.859;mylonite;0.061
LP-078;50192.079;49444.433;175.632;NONE;0.026
LP-078;50196.694;49444.131;167.621;NONE;0.055
LP-078;50201.309;49443.817;159.611;mylonite;0.067
LP-078;50203.926;49443.623;155.064;mylonite;0.02
LP-078;50206.544;49443.428;150.517;NONE;0.023
LP-078;50209.411;49443.215;145.538;NONE;0.03
LP-078;50212.278;49443.002;140.558;mylonite;0.071
LP-078;50217.265;49442.632;131.898;mylonite;0.054
LP-078;50222.251;49442.261;123.238;mylonite;0.034
LP-078;50227.235;49441.861;114.577;mylonite;0.074
LP-078;50232.216;49441.425;105.917;mylonite;0.225
LP-078;50237.197;49440.99;97.257;mylonite;0.275
LP-078;50242.178;49440.554;88.597;mylonite;0.22
LP-078;50247.159;49440.118;79.936;mylonite;0.079
LP-078;50252.017;49439.712;71.493;mylonite;0.046
LP-078;50256.877;49439.329;63.049;NONE;0.01
LP-078;50261.861;49438.937;54.389;mylonite;0.04
LP-078;50265.849;49438.623;47.46;mylonite;0.103
LP-078;50269.837;49438.309;40.532;NONE;0.008
LP-078;50274.821;49437.917;31.872;NONE;0.024
LP-078;50279.881;49437.519;23.256;NONE;0
LP-078;50284.941;49437.12;14.639;NONE;0.002
LP-078;50290;49436.722;6.023;NONE;0.004
LP-078;50295.06;49436.324;-2.593;NONE;0.008
LP-078;50298.994;49436.014;-9.292;NONE;0
LP-078;50300.12;49435.926;-11.21;NONE;-1
LP-079;50011.841;49399.532;303.967;Overburden;-1
LP-079;50015.809;49399.289;296.795;Overburden;0.02
LP-079;50019.777;49399.046;289.623;NONE;0.024
LP-079;50024.616;49398.75;280.877;NONE;0.035
LP-079;50029.456;49398.454;272.131;NONE;0.034
LP-079;50034.295;49398.158;263.385;NONE;0.056
LP-079;50039.155;49397.858;254.65;NONE;0.028
LP-079;50044.144;49397.531;245.99;NONE;0.027
LP-079;50049.133;49397.204;237.33;NONE;0.032
LP-079;50052.326;49396.995;231.787;NONE;0.024
LP-079;50054.597;49396.846;227.847;fault;0.015
LP-079;50058.663;49396.579;220.789;NONE;0.018
LP-079;50061.282;49396.408;216.242;NONE;0.01
LP-079;50061.906;49396.367;215.16;fault;0.01
LP-079;50064.854;49396.167;209.938;NONE;0.02
LP-079;50067.949;49395.951;204.34;NONE;0.02
LP-079;50069.375;49395.851;201.76;fault;0.112
LP-079;50071.697;49395.689;197.562;NONE;0.145
LP-079;50073.752;49395.545;193.845;fault;0.318
LP-079;50076.654;49395.342;188.597;mylonite;0.333
LP-079;50081.103;49395.031;180.551;mylonite;0.433
LP-079;50085.553;49394.72;172.504;NONE;0.243
LP-079;50088.842;49394.501;166.557;NONE;0.203
LP-079;50090.85;49394.378;162.927;mylonite;1.615
LP-079;50094.02;49394.184;157.198;NONE;1.224
LP-079;50098.472;49393.912;149.152;mylonite;0.35
LP-079;50103.311;49393.616;140.405;mylonite;0.306
LP-079;50108.15;49393.32;131.659;mylonite;0.073
LP-079;50113.026;49393.011;122.935;mylonite;0.053
LP-079;50115.994;49392.803;117.782;mylonite;0.088
LP-079;50118.089;49392.657;114.144;NONE;0.118
LP-079;50120.234;49392.507;110.42;mylonite;0.03
LP-079;50122.927;49392.318;105.744;fault;0.028
LP-079;50127.591;49391.992;97.647;mylonite;0.019
LP-079;50130.608;49391.781;92.407;mylonite;0.01
LP-079;50133.626;49391.57;87.168;NONE;0.043
LP-079;50136.394;49391.377;82.361;NONE;0.07
LP-079;50139.162;49391.183;77.555;mylonite;0.043
LP-079;50144.15;49390.834;68.895;mylonite;0.041
LP-079;50147.168;49390.623;63.655;mylonite;0.109
LP-079;50149.512;49390.459;59.585;NONE;0.073
LP-079;50153.827;49390.158;52.094;mylonite;0.034
LP-079;50158.814;49389.809;43.434;mylonite;0.055
LP-079;50163.928;49389.422;34.851;mylonite;0.038
LP-079;50169.209;49388.983;26.37;mylonite;0.046
LP-079;50174.49;49388.544;17.89;mylonite;0.018
LP-079;50179.771;49388.105;9.409;mylonite;0.016
LP-079;50185.052;49387.666;0.929;mylonite;0.05
LP-079;50188.063;49387.416;-3.905;mylonite;0.051
LP-079;50188.063;49387.416;-3.905;NONE;-1
LP-080;50022.994;49499.615;300.882;Overburden;-1
LP-080;50028.06;49499.305;292.266;Overburden;-1
LP-080;50033.126;49498.995;283.649;Overburden;-1
LP-080;50038.192;49498.685;275.033;Overburden;-1
LP-080;50043.258;49498.375;266.417;fault;0.054
LP-080;50046.928;49498.151;260.134;fault;0.01
LP-080;50050.562;49497.929;253.83;NONE;0.014
LP-080;50055.552;49497.623;245.169;NONE;0.023
LP-080;50060.403;49497.327;236.751;NONE;0.016
LP-080;50064.78;49497.059;229.156;fault;0.086
LP-080;50069.297;49496.783;221.319;NONE;0.032
LP-080;50072.091;49496.612;216.469;NONE;0.04
LP-080;50072.865;49496.564;215.127;fault;0.039
LP-080;50075.834;49496.383;209.974;NONE;0.036
LP-080;50080.825;49496.078;201.314;NONE;0.097
LP-080;50085.816;49495.772;192.653;NONE;0.328
LP-080;50090.806;49495.467;183.993;NONE;0.035
LP-080;50095.797;49495.161;175.333;NONE;0.76
LP-080;50100.785;49494.812;166.673;NONE;0.119
LP-080;50104.239;49494.571;160.675;NONE;0.035
LP-080;50106.458;49494.415;156.822;fault;0.037
LP-080;50109.563;49494.198;151.431;mylonite;0.126
LP-080;50112.157;49494.017;146.927;NONE;0.07
LP-080;50115.399;49493.79;141.298;mylonite;0.074
LP-080;50118.167;49493.597;136.492;mylonite;0.301
LP-080;50120.94;49493.405;131.688;NONE;0.175
LP-080;50126.006;49493.096;123.072;NONE;0.058
LP-080;50131.072;49492.786;114.455;NONE;0.124
LP-080;50134.72;49492.563;108.252;NONE;0.099
LP-080;50138.367;49492.34;102.048;mylonite;0.068
LP-080;50143.433;49492.03;93.431;mylonite;0.026
LP-080;50148.461;49491.711;84.793;mylonite;0.051
LP-080;50153.45;49491.384;76.133;mylonite;0.058
LP-080;50158.439;49491.057;67.473;mylonite;0.175
LP-080;50163.428;49490.73;58.812;mylonite;0.058
LP-080;50168.418;49490.403;50.152;mylonite;0.131
LP-080;50173.407;49490.076;41.492;mylonite;0.122
LP-080;50178.396;49489.749;32.832;mylonite;0.052
LP-080;50183.386;49489.422;24.171;mylonite;0.084
LP-080;50188.375;49489.095;15.511;mylonite;0.066
LP-080;50191.768;49488.873;9.622;mylonite;0.157
LP-080;50195.16;49488.65;3.733;NONE;0.054
LP-080;50200.15;49488.323;-4.927;NONE;0.042
LP-080;50200.848;49488.278;-6.14;NONE;-1
LP-081;50112.295;49399.885;307.845;Overburden;0.022
LP-081;50116.817;49399.609;299.837;fault;0.095
LP-081;50121.117;49399.346;292.222;fault;0.306
LP-081;50125.418;49399.083;284.606;NONE;0.462
LP-081;50130.333;49398.782;275.903;NONE;0.243
LP-081;50133.711;49398.576;269.889;NONE;0.249
LP-081;50136.542;49398.402;264.773;fault;0.326
LP-081;50140.606;49398.154;257.426;NONE;0.404
LP-081;50145.058;49397.882;249.379;mylonite;0.088
LP-081;50147.72;49397.719;244.569;vein;0.13
LP-081;50150.502;49397.549;239.54;NONE;0.334
LP-081;50153.43;49397.37;234.249;NONE;0.112
LP-081;50154.301;49397.316;232.674;fault;0.067
LP-081;50157.084;49397.146;227.646;NONE;0.12
LP-081;50161.999;49396.845;218.942;NONE;0.056
LP-081;50166.644;49396.561;210.717;NONE;0.068
LP-081;50171.289;49396.277;202.492;mylonite;0.036
LP-081;50176.204;49395.977;193.789;mylonite;0.05
LP-081;50181.119;49395.676;185.085;mylonite;0.028
LP-081;50185.471;49395.274;177.218;mylonite;0.033
LP-081;50187.835;49395.047;172.932;NONE;0.02
LP-081;50190.683;49394.772;167.772;mylonite;0.028
LP-081;50193.65;49394.487;162.393;mylonite;0.03
LP-081;50194.64;49394.391;160.6;fault;0.06
LP-081;50197.487;49394.117;155.44;NONE;0.17
LP-081;50202.313;49393.653;146.694;NONE;0.09
LP-081;50207.142;49393.237;137.948;NONE;0.036
LP-081;50211.981;49392.941;129.201;NONE;0.048
LP-081;50216.82;49392.645;120.455;NONE;0.026
LP-081;50221.66;49392.349;111.709;NONE;0.075
LP-081;50226.499;49392.053;102.963;NONE;0.09
LP-081;50229.535;49391.867;97.475;NONE;0.078
LP-081;50229.934;49391.843;96.753;NONE;-1
LP-082;49992.894;49450.636;301.79;Overburden;-1
LP-082;49997.884;49450.331;293.13;Overburden;0.01
LP-082;50000.704;49450.159;288.237;Overburden;0.01
LP-082;50003.524;49449.986;283.344;NONE;0.02
LP-082;50006.369;49449.812;278.407;NONE;0.02
LP-082;50007.841;49449.722;275.852;fault;0.011
LP-082;50011.459;49449.501;269.574;NONE;0.024
LP-082;50016.449;49449.181;260.914;NONE;0.016
LP-082;50021.435;49448.811;252.253;NONE;0.016
LP-082;50026.421;49448.44;243.593;NONE;0.02
LP-082;50028.964;49448.251;239.176;NONE;0.03
LP-082;50031.308;49448.077;235.106;fault;0.034
LP-082;50036.095;49447.721;226.792;mylonite;0.044
LP-082;50041.067;49447.251;218.132;mylonite;0.025
LP-082;50044.252;49446.603;212.503;mylonite;0.003
LP-082;50046.334;49446.179;208.822;fault;0.014
LP-082;50050.231;49445.799;202.137;NONE;0.026
LP-082;50054.129;49445.526;195.503;NONE;0.013
LP-082;50056.155;49445.384;192.056;fault;0.012
LP-082;50059.344;49445.161;186.628;mylonite;0.034
LP-082;50062.99;49444.906;180.424;mylonite;0.039
LP-082;50065.395;49444.738;176.331;fault;0.02
LP-082;50069.217;49444.471;169.826;mylonite;0.043
LP-082;50073.141;49444.197;163.149;mylonite;0.074
LP-082;50076.812;49443.94;156.902;fault;0.177
LP-082;50081.622;49443.604;148.716;NONE;1.476
LP-082;50086.685;49443.25;140.1;NONE;0.144
LP-082;50089.545;49443.049;135.232;NONE;0.03
LP-082;50092.38;49442.844;130.349;mylonite;0.06
LP-082;50096.518;49442.536;123.161;mylonite;0.051
LP-082;50100.657;49442.229;115.972;NONE;0.066
LP-082;50105.643;49441.858;107.312;NONE;0.296
LP-082;50110.63;49441.488;98.652;NONE;0.168
LP-082;50114.045;49441.234;92.72;NONE;0.061
LP-082;50115.616;49441.117;89.992;mylonite;0.032
LP-082;50115.616;49441.117;89.992;mylonite;0.041
LP-082;50115.616;49441.117;89.992;NONE;0.03
LP-082;50115.616;49441.117;89.992;fault;0.027
LP-082;50115.616;49441.117;89.992;mylonite;0.05
LP-082;50115.616;49441.117;89.992;mylonite;0.038
LP-082;50115.616;49441.117;89.992;mylonite;0.031
LP-082;50115.616;49441.117;89.992;NONE;0.048
LP-082;50115.616;49441.117;89.992;NONE;0.02
LP-083;50021.887;49299.909;320.65;Overburden;-1
LP-083;50026.879;49299.626;311.99;Overburden;-1
LP-083;50031.871;49299.342;303.329;Overburden;-1
LP-083;50036.862;49299.059;294.669;Overburden;0.022
LP-083;50041.455;49298.798;286.702;Overburden;0.043
LP-083;50046.048;49298.544;278.734;NONE;0.048
LP-083;50051.041;49298.283;270.074;NONE;0.037
LP-083;50055.535;49298.047;262.28;NONE;0.052
LP-083;50060.029;49297.812;254.486;mylonite;0.038
LP-083;50064.797;49297.562;246.215;mylonite;0.059
LP-083;50067.344;49297.428;241.798;NONE;0.065
LP-083;50070.115;49297.28;236.992;mylonite;0.048
LP-083;50075.107;49296.996;228.332;NONE;0.064
LP-083;50079.774;49296.731;220.234;NONE;0.069
LP-083;50084.442;49296.466;212.137;mylonite;0.044
LP-083;50089.434;49296.183;203.477;mylonite;0.146
LP-083;50093.103;49295.974;197.111;mylonite;0.137
LP-083;50095.234;49295.849;193.379;NONE;1.005
LP-083;50097.544;49295.708;189.288;mylonite;0.069
LP-083;50100.42;49295.532;184.197;fault;0.168
LP-083;50103.025;49295.373;179.584;NONE;0.532
LP-083;50105.31;49295.233;175.537;fault;0.464
LP-083;50108.972;49295.009;169.053;NONE;0.029
LP-083;50113.42;49294.737;161.176;NONE;0.073
LP-083;50116.983;49294.519;154.866;mylonite;0.024
LP-083;50121.081;49294.288;147.767;NONE;0.076
LP-083;50125.592;49294.051;140.099;NONE;0.138
LP-083;50130.103;49293.815;132.43;mylonite;0.042
LP-083;50135.172;49293.549;123.814;mylonite;0.179
LP-083;50140.24;49293.284;115.198;mylonite;0.167
LP-083;50145.29;49292.99;106.572;mylonite;0.121
LP-083;50149.452;49292.663;99.34;mylonite;0.095
LP-083;50152.767;49292.402;93.581;fault;0.096
LP-083;50156.904;49292.076;86.393;mylonite;0.078
LP-083;50161.889;49291.684;77.733;mylonite;0.028
LP-083;50166.873;49291.292;69.073;mylonite;0.051
LP-083;50171.858;49290.899;60.413;mylonite;0.071
LP-083;50173.029;49290.807;58.377;mylonite;0.04
LP-084;50068.284;50149.84;285.783;Overburden;-1
LP-084;50073.65;50149.559;277.349;Overburden;-1
LP-084;50079.016;50149.277;268.915;Overburden;-1
LP-084;50084.381;50148.996;260.481;Overburden;-1
LP-084;50089.747;50148.715;252.047;Overburden;-1
LP-084;50095.113;50148.434;243.613;Overburden;-1
LP-084;50100.478;50148.153;235.18;Overburden;-1
LP-084;50104.502;50147.942;228.854;Overburden;-1
LP-084;50108.527;50147.731;222.529;mylonite;0.118
LP-084;50113.168;50147.488;215.233;mylonite;0.156
LP-084;50117.809;50147.244;207.938;NONE;0.465
LP-084;50123.175;50146.963;199.504;NONE;0.072
LP-084;50127.655;50146.728;192.462;NONE;0.01
LP-084;50132.135;50146.494;185.419;mylonite;0.14
LP-084;50135.945;50146.294;179.431;mylonite;0.078
LP-084;50138.118;50146.18;176.016;NONE;0.036
LP-084;50141.847;50145.985;170.154;mylonite;0.094
LP-084;50144.986;50145.82;165.22;mylonite;0.05
LP-084;50146.676;50145.732;162.564;NONE;0.013
LP-084;50150.593;50145.526;156.407;mylonite;0.028
LP-084;50155.959;50145.245;147.973;mylonite;0.04
LP-084;50161.217;50144.969;139.708;mylonite;0.04
LP-084;50166.475;50144.694;131.442;NONE;0.084
LP-084;50171.841;50144.413;123.008;NONE;0.058
LP-084;50177.206;50144.113;114.575;NONE;0.084
LP-084;50180.773;50143.91;108.966;NONE;0.587
LP-084;50183.267;50143.769;105.044;mylonite;0.075
LP-084;50186.11;50143.607;100.574;NONE;0.11
LP-084;50189.919;50143.391;94.586;fault;0.033
LP-084;50192.226;50143.26;90.96;NONE;0.02
LP-085;50098.055;49549.865;300.865;Overburden;-1
LP-085;50102.911;49549.589;294.17;Overburden;0.11
LP-085;50107.767;49549.313;287.476;NONE;0.301
LP-085;50113.636;49548.98;279.386;NONE;0.04
LP-085;50119.504;49548.647;271.296;NONE;1.126
LP-085;50125.355;49548.244;263.197;NONE;1.095
LP-085;50131.109;49547.461;255.056;NONE;0.445
LP-085;50136.863;49546.678;246.915;NONE;1.661
LP-085;50142.617;49545.894;238.774;NONE;1.152
